row	column	NT	Info
30	6	NT12494	
30	7	NT12717	
30	8	NT12883	
30	9	NT12804	
30	10	NT12497	
30	11	NT12650	
30	12	NT12842	
30	13	NT12805	
30	14	NT12496	
30	15	NT12809	
30	16	NT12886	
30	17	NT12806	
30	18	NT12491	
30	19	NT12746	
30	20	NT12861	
30	21	NT12807	
30	22	NT12490	
30	23	NT12751	
30	24	NT12888	
30	25	NT12808	
30	26	NT12493	
30	27	NT12694	
30	28	NT12840	
30	29	NT12809	
30	30	NT12492	
30	31	NT12791	
30	32	NT12903	
30	33	NT12810	
30	34	NT12530	
30	35	NT12663	
30	36	NT12500	
30	37	NT12811	
30	38	NT12511	
30	39	NT12796	
30	40	NT12855	
30	41	NT12812	
30	42	NT12518	
30	43	NT12653	
30	44	NT12904	
30	45	NT12813	
30	46	NT12477	
30	47	NT12744	
30	48	NT12892	
31	1	NT12474	
31	2	NT12631	
31	3	NT12864	
31	4	NT12734	
31	5	NT12473	
31	6	NT12630	
31	7	NT12464	
31	8	NT12626	
31	9	NT12472	
31	10	NT12629	
31	11	NT12515	
31	12	NT12620	
31	13	NT12471	
31	14	NT12628	
31	15	NT12830	
31	16	NT12643	
31	17	NT12470	
31	18	NT12627	
31	19	NT12489	
31	20	NT12771	
31	21	NT12469	
31	22	NT12626	
31	23	NT12482	
31	24	NT12686	
31	25	NT12468	
31	26	NT12625	
31	27	NT12476	
31	28	NT12731	
31	29	NT12467	
31	30	NT12624	
31	31	NT12477	
31	32	NT12630	
31	33	NT12466	
31	34	NT12623	
31	35	NT12488	
31	36	NT12770	
31	37	NT12465	
31	38	NT12622	
31	39	NT12521	
31	40	NT12671	
31	41	NT12464	
31	42	NT12621	
31	43	NT12490	
31	44	NT12766	
31	45	NT12463	
31	46	NT12620	
31	47	NT12516	
31	48	NT12788	
32	1	NT12655	
32	2	NT12842	
32	3	NT12790	
32	4	NT12495	
32	5	NT12654	
32	6	NT12841	
32	7	NT12765	
32	8	NT12885	
32	9	NT12653	
32	10	NT12840	
32	11	NT12759	
32	12	NT12838	
32	13	NT12652	
32	14	NT12839	
32	15	NT12696	
32	16	NT12901	
32	17	NT12651	
32	18	NT12838	
32	19	NT12792	
32	20	NT12508	
32	21	NT12650	
32	22	NT12820	
32	23	NT12649	
32	24	NT12843	
32	25	NT12649	
32	26	NT12819	
32	27	NT12747	
32	28	NT12464	
32	29	NT12648	
32	30	NT12818	
32	31	NT12758	
32	32	NT12511	
32	33	NT12647	
32	34	NT12817	
32	35	NT12804	
32	36	NT12518	
32	37	NT12646	
32	38	NT12816	
32	39	NT12711	
32	40	NT12815	
32	41	NT12645	
32	42	NT12815	
32	43	NT12697	
32	44	NT12845	
32	45	NT12644	
32	46	NT12814	
32	47	NT12652	
32	48	NT12499	
